name,address,telephone,email,productsServices
PALIWAL PHARMA,"SIDHARI, BEHIND KASHI GOMTI GRAMIN BANK,MAU ROAD,  AZAMGARH,  UTTAR PRADESH 276001",#N/A,Paliwal.pharma@yahoo.com,3 MULTIBRAND STORE
PANAMA CYCLES,"AMAL ARCADE&#44; KANNUR ROAD&#44;WEST HILL&#44;  CALICUT,  KERALA 673005",0495-4024000,dusooqi@gmail.com,1 TRACK AND TRAIL
PANDIYAN CYCLE STORES,"NO.4-5 OPP.MEENATCHI,THEATRE,  TIRUPATTUR,  TAMILNADU 635601",9443358179,pandiyancyclestore15570@gmail.com,3 MULTIBRAND STORE
PANJAB CYCLE STORES,"BUS STAND,  MANDSAUR,  MADHYA PRADESH 458002",8319635842,#N/A,3 MULTIBRAND STORE
PANJIKARAN CYCLE AGENCIES,"MAREZATH BUILDING,CMC 11,BUILDING NO.509 & 510  CHERTHALA,  KERALA 688524",0478 2812062,sonipanjikaran@gmail.com,1 TRACK AND TRAIL
PANJIKARAN CYCLE AGENCIES,"N.S.S BUILDINGS,DELY AT GODOWN   NO. 7/236,  CHERTHALA,  KERALA 688524",9447258189,sonipanjikaran@gmail.com,3 MULTIBRAND STORE
PANNA CYCLE STORE,"RETHI CHOWK,  GORAKHPUR,  UTTAR PRADESH 273001",9984400005,shaileshj00005@gmail.com,3 MULTIBRAND STORE
PARDEEP ENTERPRISES,"GOLE MARKET,  UDHAMPUR,  JAMMU AND KASHMIR 182101",7006546326,sahilgupta1221@gmail.com,3 MULTIBRAND STORE
PARMALE CYCLE AND TOYS,"4TH LANE, CASTLE HOTEL ROAD,RAJARAMPURI,  KOLHAPUR,  MAHARASHTRA 416002",#N/A,#N/A,3 MULTIBRAND STORE
PARMALE CYCLES &amp; HEALTH EQUIPMENTS,"2103, E SHOP NO. 5&6,NARAYAN PARK APARTMENT,  KOLHAPUR,  MAHARASHTRA 416005",9890363636,#N/A,3 MULTIBRAND STORE
PARMAR CYCLE AGENCY,"RAJPUTPARA MAIN ROAD,NR MUNICIPAL CORP.CHOWK,  RAJKOT,  GUJARAT 360001",9898504902,chintanvegad2@gmail.com,3 MULTIBRAND STORE
PARULIA CYCLE STORES,"PARULIA BAZAR,  PURBASTHALI,  WEST BENGAL 713513",9433389765,paruliacyclestore123@gmail.com,3 MULTIBRAND STORE
PATEL CYCLE &amp; MOTOR CO (MEHASANA),"BHAMARIA NALA,  MEHASANA,  GUJARAT ",9426361859,patel_motor@yahoo.co.in,3 MULTIBRAND STORE
PATEL CYCLE &amp; MOTOR CO (VISNAGAR),"STATION ROAD,  VISNAGAR,  GUJARAT 384515",8690222569,mit_bipin@yahoo.in,3 MULTIBRAND STORE
PATEL CYCLE STORE,"MAHARAJGANJ,  MAHARAJGANJ,  UTTAR PRADESH 273303",9450878825,panditsandeep.redtag@gmail.com,3 MULTIBRAND STORE
PATEL CYCLE WORLD,"G-38/41 PLATINUM PLAZA,NEAR D MART, RADHANPUR ROAD,  MEHSANA,  GUJARAT 384002",,np572144@gmail.com,1 TRACK AND TRAIL
PATNA CYCLE.,"HOSPITAL CHOWK,STATION ROAD,  GOPALGANJ,  BIHAR 841428",9431407377,"""mithileshpcstores@gmail.com
""",3 MULTIBRAND STORE
PAUL CYCLE STORE,"GURDWARA ROAD,  JWALAPUR,  UTTRANCHAL ",9927804549,paulcyclestores@gmail.com,3 MULTIBRAND STORE
PAWAN CYCLE STORE,"NAKA,MUZAFFARA,  FAIZABAD,  UTTAR PRADESH 224001",8840365493,rupesh88390@gmail.com,3 MULTIBRAND STORE
PAYYAPPILLY CYCLES,"ANUGRAHA SHOPPING COMPLEX,MAIN ROAD,  NORTH PARAVUR,  KERALA 683513",9447145860,#N/A,3 MULTIBRAND STORE
PEDAL GREEN,"KALIKA TOWER,DEVALCHOR,RAMPUR ROAD,  HALDWANI,  UTTRANCHAL 263139",8192081920,pedalgreen.bike@gmail.com,3 MULTIBRAND STORE
PEDDALLER&#39;S POINT,"SHOP NO 2,3,4,5, PLOT NO. 16,GACHBOWLI, 'X' ROADS, BESIDES SBH,  HYDERABAD,  ANDHRA PRADESH ",9246522297,#N/A,3 MULTIBRAND STORE
PEERA REDDY CYCLE SHOP,"SHOP NO.12,GOVT.HOSPITAL COMPLEX,UDAYAGERI ROAD,KAVALI, NELLORE DIST.  KAVALI,  ANDHRA PRADESH ",9989950071,peerareddycycleshop@gmail.com,3 MULTIBRAND STORE
PERMIER CYCLE MART,"NEHRU ROAD,  FARRUKHABAD,  UTTAR PRADESH 209625",8960247464,#N/A,3 MULTIBRAND STORE
PHYSIQUE ENTERPRISES,"PASCHIM BAIDYAPARA,SONARPUR,  KOLKATTA,  WEST BENGAL 700150",#N/A,#N/A,3 MULTIBRAND STORE
PK NAG &amp; SONS,"L N BARI ROAD,BANAMALIPUR,  AGARTALA,  TRIPURA 799001",#N/A,#N/A,3 MULTIBRAND STORE
PONVELAN CYCLE MART,"36,DHANAPPA MUDALI STREET,  MADURAI,  TAMILNADU 625001",9942533559,Senthil <pvcmmadurai@yahoo.com>,3 MULTIBRAND STORE
POPULAR AGENCIES,"POPULAR PLAZA, D NO 32/101-2, RAM NAGAR,VADAKKANTHARA PO,PATTIKKARA BYE PASS ROAD,  PALAKKAD,  KERALA 678012",#N/A,popularcyclemartpkd@gmail.com,3 MULTIBRAND STORE
POPULAR AUTO AGENCIES,"10 JEROME BUILDING,FORT STATION ROAD,  TRICHY,  TAMILNADU 620002",9894601783,popularauto.trichy@ymail.com,3 MULTIBRAND STORE
POPULAR CYCLE (AUTO),"1/138 HARI PARBAT,M.G. ROAD,  AGRA,  UTTAR PRADESH 282002",9412253918,popularcycleco@rediffmail.com,3 MULTIBRAND STORE
POPULAR CYCLE &amp; MOTOR EMPORIUM,"7  JEROME BUILDING,FORT STATION ROAD,  TRICHY,  TAMILNADU 620002",9994377605,popular303@ymail.com,3 MULTIBRAND STORE
POPULAR CYCLE COMPANY,"153, KAMAL NIWAS HOUSING,MCCH SOCIETY,SHIVAJI SQUARE, PANVEL  MUMBAI,  MAHARASHTRA 410206",,popularcycleco153@gmail.com,1 TRACK AND TRAIL
POPULAR CYCLE HOUSE,"KATCHERY ROAD,  PRATAPGARH,  UTTAR PRADESH 230002",9792109000,chawlasahaj@rocketmail.com,3 MULTIBRAND STORE
POPULAR CYCLE MART,"12/13/9, T.S.M COMPLEX,PRIYADHARSHINI ROAD,  PALAKKAD,  KERALA 678001",9447022590,popularcyclemartpkd@gmail.com,3 MULTIBRAND STORE
POPULAR CYCLE STORES,"57 SULTANIA ROAD,IBRAHIMPUR,  BHOPAL,  MADHYA PRADESH 462001",#N/A,#N/A,3 MULTIBRAND STORE
POPULAR CYCLE STORES   (MADHEPURA),"THANA CHOWK, MAIN ROAD,  MADHEPURA,  BIHAR 852113",#N/A,popularcyclemadhepura@gmail.com,3 MULTIBRAND STORE
POPULAR CYCLE TRADERS,"BANDLAMITTA,  ONGOLE,  ANDHRA PRADESH 523001",9494427164,adiseshaiah@gmail.com,3 MULTIBRAND STORE
POPULAR CYCLES(THANE),"344/345 STATION ROAD,JAMBLI NAKA,  THANAI,  MAHARASHTRA 400601",9004289252,fazalcycles@ymail.com; naeemthanawala@yahoo.com,3 MULTIBRAND STORE
POPULAR SPORTS,"NO.1, OFFICERS LINE,  VELLORE,  TAMILNADU 632001",9443192689,#N/A,3 MULTIBRAND STORE
POPULAR TRADERS,"DOOR NO160-1/1, 160-2(NANDHNAM ELITE),KAMARAJ SALAI,  MADURAI,  TAMILNADU 625009",,popularmadurai@gmail.com,1 TRACK AND TRAIL
POPULAR TRADERS (MADURAI),"19 - WEST AVANI MOOLA STREET,  MADURAI,  TAMILNADU 625001",9942537877,popular traders <populartrs@yahoo.co.in>,3 MULTIBRAND STORE
POPULAR TRADERS&#44;,"160 - 1/1, 160 - 2,KAMARAJAR SALAI,  MADURAI,  TAMILNADU 625009",9600532140,EBO,2 BSA HERCULES EXCLUSIVE
PORWAL BROS,"KAMAL CHOWK,  NEEMUCH,  MADHYA PRADESH 458441",9425106663,porwalbrothers@gmail.com,3 MULTIBRAND STORE
PRABHKARA CYCLE MART,"ASHRAYA LODGE,KATTINAKERE MARKET,  HASSAN,  KARNATAKA 573201",9740323278,dpsureshhsn@gmail.com,3 MULTIBRAND STORE
PRADEEP TRADERS,"MAHAVIR CHOWK,JALNA,  JALNA,  MAHARASHTRA ",9422231128,#N/A,3 MULTIBRAND STORE
PRADHAN SALES,"SABITGANJ,  ETAWAH,  UTTAR PRADESH 206001",9457477863,CODE changes,3 MULTIBRAND STORE
PRAGMATTIC SERVICES,"154 /2, MEYYANUR ROAD,OPP VIDYA MANDIR SCHOOL,  SALEM,  TAMILNADU 636004",0427 2335333,pcmouli@pragmattics.com,1 TRACK AND TRAIL
PRAGMATTIC SERVICES                                                             ,"NO.1585, 27TH MAIN ROAD,HSR LAYOUT,SECTOR-2  BANGALORE,  KARNATAKA 560102", 08042287333,PRAGMATTIC@GMAIL.COM,1 TRACK AND TRAIL
PRAKASH &amp; COMPANY,"ELITE SIPRI ROAD,CIVIL LINE,  JHANSI,  UTTAR PRADESH 284002",9125227663,shibucute.sahu@gmail.com,3 MULTIBRAND STORE
PRAKASH CYCLE AGENCY,"29, BAINGANGA COMPLEX,PRIVATE BUS STAND,  SEONI,  MADHYA PRADESH ",8718988888,prakeshcycleagencies@gmail.com,3 MULTIBRAND STORE
PRAKASH CYCLE AGENCY,"UDHNA MAIN MARKET,NEAR DENA BANK,MAIN ROAD,  UDHNA,  GUJARAT 394210",9825419814,#N/A,3 MULTIBRAND STORE
PRAKASH CYCLE COMPANY(KATNI),"MAIN ROAD,  KATNI,  MADHYA PRADESH 483501",9960604358,siddharthjn37@gmail.com,3 MULTIBRAND STORE
PRAKASH CYCLE SHOP,"SHOP NO 90., A-MARKET,SECTOR-1,  BHILAI,  CHATTISGARH 490001",0788 2229082,yogeshgupta01@yahoo.co.in,1 TRACK AND TRAIL
PRAKASH CYCLE STORES (UNJHA),"GANDHI CHOWK,  UNJHA,  GUJARAT 384170",9426414622,n.bhavsar88@yahoo.co.in,3 MULTIBRAND STORE
PRAKRITI INTERNATIONAL,"FLAT-104, ASHIRBAD APARTMENT,CA-16/1, RAIL PUKUR ROAD,BAGUIATI,  KOLKATTA,  WEST BENGAL 700059",#N/A,clubfitindia@gmail.com,3 MULTIBRAND STORE
PRAVEEN CYCLE STORES,"SITA BULDI,  NAGPUR,  MAHARASHTRA 440012",9764062370,suryakantsavadia@gmail.com,3 MULTIBRAND STORE
PREM CYCLE SERVICE,"SUBHASH CHOWK,DIST : BARWANI,  KHETIYA,  MADHYA PRADESH 451881",9425982727,premcycle@gmail.com,3 MULTIBRAND STORE
PREMIER BIKES,"AA-16, ANNA NAGAR,SIVAPRAKASAM SALAI,THENUR  TRICHY,  TAMILNADU 600017",,premierbikess@gmail.com,1 TRACK AND TRAIL
PRESIDENCY CYCLE IMP.CO,"SHOP NO.1CITY CENTRE,D.NO.100/1N.R.ROAD,  BANGALORE,  KARNATAKA 560002",9663174720,pre_kamal@yahoo.com,3 MULTIBRAND STORE
PRINCE TRADING CO,"VENKAT ROAD,  REWA,  MADHYA PRADESH 486001",9827202560,pawankunjwani1987@gmail.com,3 MULTIBRAND STORE
PRITAM CYCLE STORES,"NEAR JAMNA PALACE,RANIPUR CROSSING,  HARIDWAR,  UTTRANCHAL 249401",9837402372,sachinarora@gmail.com,3 MULTIBRAND STORE
PRIYA CYCLE &amp; FITNESS STORE,"JAGGANATH COMPLEX,SHOP NO. 3,  PUNE - MUMBAI ROAD,OPP. HOTEL MAYUR,CHINCHWAD  PUNE,  MAHARASHTRA 411019",9765133885,#N/A,3 MULTIBRAND STORE
PRIYA CYCLE MART,"NEAR RAILWAY STATION,MALAPPURAM DIST,  NILAMBUR,  KERALA 679330",9895342030,priyacycles@gmail.com,3 MULTIBRAND STORE
PRO BICYCLES &amp; FITNESS,"SHOP NO 3, GROUND FLOOR,LALWANI REGENCY, VIMAN NAGAR,  PUNE,  MAHARASHTRA 411014",#N/A,lambadharam@gmail.com,3 MULTIBRAND STORE
PRO CYCLE AND SPORTS INDIA PVT LTD.,"NO.889, 1ST FLOOR, 7TH MAIN,4TH CROSS, H.A.L.  2ND STAGE,INDIRA NAGAR,  BANGALORE,  KARNATAKA 560008",#N/A,ajay@procycle.in,3 MULTIBRAND STORE
PROBYK,"RIZVI TOWERS, CALCULO ISLAND,NEAR GOA COLLEGE OF PHARMACY,  PANAJI,  GOA 403001",#N/A,rajmalhotra.probyk@gmail.com,3 MULTIBRAND STORE
PROCYCLING,"RANEE VILLA,LITUMKHRAH,  SHILLONG,  MEGHALAYA 793003",#N/A,#N/A,3 MULTIBRAND STORE
PROFICIENT TECH PVT LTD,"No.60,GROUND AND FIRST FLOOR,VELACHERY MAIN ROAD,RAJAKILPAKKAM  CHENNAI,  TAMILNADU 600073",044 22291129,Tambaramcyclingclub@gmail.com,1 TRACK AND TRAIL
PROFICIENT TECH PVT LTD,"177,MEDAVAKKAM MAIN ROAD,ULLAGARAM,  CHENNAI,  TAMILNADU 600091",,proficienttechchennai@gmail.com,1 TRACK AND TRAIL
PRUTHVI ENTRERPRISES,"ABOVE HUANDAI SHOWROOM,NEAR SHIVGIRI MANGAL KARYALAY, PUNE NASHIK HIGHWAY ,TAL:AMBEGAON, DIST:-PUNE  MANCHAR,  MAHARASHTRA 410503",,sharadpokharkar@rediffmail.com,1 TRACK AND TRAIL
PT. DAYA RAM CYCLE DEALER,"POST OFFICE ROAD,SIRHIND,Dist : Fatehgarh,  SIRHIND MANDI,  PUNJAB 140406",9872065786,uditsharma_92@yahoo.com,3 MULTIBRAND STORE
PUNJAB CYCLE &amp; MOTORS,"GAMBHIR NIWAS,  JAORA,  MADHYA PRADESH 457226",9713745467,lucky.pcn@gmail.com,3 MULTIBRAND STORE
PUNJAB CYCLE CO,"4 B BAPPU BAZAR,UDAIPUR,  UDAIPUR,  RAJASTHAN 313001",9828567623,punjabcycleco@yahoo.com,3 MULTIBRAND STORE
PUNJAB CYCLE CO.,"NEAR PUNJAB & SIND BANK,COLLEGE ROAD,  BARNALA,  PUNJAB 148101",9888232920,punjabcycleco@yahoo.com,3 MULTIBRAND STORE
PUNJAB CYCLE STORES,"S C F -7 SECTOR 16-D,  CHANDIGARH,  CHANDIGARH 160015",9417150866,vsinghla27@gmail.com,3 MULTIBRAND STORE
PUNJAB CYCLE STORES,"NAHARPURA,  RATLAM,  MADHYA PRADESH 457001",09981433312,jaspreetsaluja17@gmail.com,3 MULTIBRAND STORE
PUNJAB CYCLE STORES,"NEAR PUNCHAYTIMANDIR,  SHADOL,  MADHYA PRADESH 484001",9425834645,#N/A,3 MULTIBRAND STORE
PUNJAB CYCLE STORES,"BELTHRA ROAD,  DIST : BALLIA,  UTTAR PRADESH 221715",9415883080,newpunjabcycle@gmail.com,3 MULTIBRAND STORE
PUNJAB CYCLE STORES(B.PUR),"CYCLE DEALERS,DIST.DEORIA,  BATTALPUR,  UTTAR PRADESH 274201",9889735519,#N/A,3 MULTIBRAND STORE
PUNJAB CYCLE STORES(BHOPAL),"MALIK MARKET,HAMIDIA ROAD,  BHOPAL,  MADHYA PRADESH 462001",9826021811,#N/A,3 MULTIBRAND STORE
PUNJAB CYCLE STORES(SEHORE),"MAIN ROAD,  SEHORE,  MADHYA PRADESH 466001",9425023521,chadhamr@gmail.com,3 MULTIBRAND STORE
PUNJAB CYCLES,"AMINABAD,  LUCKNOW,  UTTAR PRADESH 226018",09855436126,newpunjabcycle@gmail.com,3 MULTIBRAND STORE
PURNIMA CYCLE HOUSE,"36 ARCOT SRINIVASACHAR STREET,  BANGALORE,  KARNATAKA 560053",9844039874,purnimacyclehouse@gmail.com,3 MULTIBRAND STORE
PUSHKAR CYCLE PRODUCTS,"PLOT NO.B-179, M.I.D.C,MALEGAON,SINNAR,  NASIK,  MAHARASHTRA ",#N/A,#N/A,3 MULTIBRAND STORE
PUTHENPARAMBIL CYCLES,"SALIM COMPLEX,M.C. ROAD,  CHANGANACHERRY,  KERALA 686101",9349051123,puthenparambilcycles@gmail.com,3 MULTIBRAND STORE
PUTHUPARAMBIL CYCLES &amp; AGENCIES,"K.E.ROAD,KANJIRAPALLY,  KOTTAYAM,  KERALA 686507",9895677012,pkansary@gmail.com,3 MULTIBRAND STORE
QUALITY CYCLE CENTRE,"NEAR TOWN HALL,CONVENT ROAD,  VADAKARA,  KERALA 673101",9895184235,qccvtk@gmail.com,3 MULTIBRAND STORE
R K TRADING CO,"LINK ROAD,OLD FARIDABAD,  FARIDABAD,  HARYANA 121002",,connectamitarora@gmail.com,1 TRACK AND TRAIL
R K UDYOG,"45, GHOSH PARA,RAHARA, KHARDAH,  KOLKATTA,  WEST BENGAL 700118",#N/A,#N/A,3 MULTIBRAND STORE
R NAGABUSHNAM SON,"MAIN ROAD,  AMALAPURAM,  ANDHRA PRADESH 533201",9247284277,ravanamnagabhushanam@gmail.com,3 MULTIBRAND STORE
R R CYCLE,"#318/48,GROUND FLOOR ,BELLARY ROAD,GANGA NAGAR  BANGALORE,  KARNATAKA 560032",080-23330126,rr_cycle@yahoo.co.in,1 TRACK AND TRAIL
R R CYCLE JUNCTION (H.O),"S.C. ROAD, YESHWANTHPUR, BANGALORE- 22,  BANGALORE,  KARNATAKA 08",9844332231,rr_cycle@yahoo.co.in,3 MULTIBRAND STORE
R R INDUSTRIES  ( DINDIGUL),"10, EAST SANDAI ROAD,NAGAL NAGAR,  DINDIGUL,  TAMILNADU 624003",9842125588,R R INDUSTRIES R R <rrinddgl@gmail.com>,3 MULTIBRAND STORE
R V KULKARNI 2 (BULDANA),"CYCLE DEALER,MAIN ROAD,  BULDANA,  MAHARASHTRA 443001",9422184890,rvkulkarni31@gmail.com,3 MULTIBRAND STORE
R. K. CYCLE TRADERS,"HIGHWAY REGENCY, FIROZABAD ROAD,DIST : FIROZABAD,  TUNDLA,  UTTAR PRADESH 283104",9690854222,rkcycle001@gmail.com,3 MULTIBRAND STORE
R. R . CYCLE (UNIT OF R R CYCLE SPARES),"NO. 6-44, GROUND FLOOR,BELLARY ROAD,GANGANAGAR,  BANGALORE,  KARNATAKA 5600032",9844479039,rr_cycle@yahoo.co.in,3 MULTIBRAND STORE
R.K. TRADERS,"FIROZABAD,  FIROZABAD,  UTTAR PRADESH ",#N/A,#N/A,3 MULTIBRAND STORE
R.M.B CYCLE AGENCIES,"17-18 THIPPU SULTHAN MARKET,FIRST AGRAHARAM,  SALEM,  TAMILNADU 636001",9442748144,rmbcycles@yahoo.com,3 MULTIBRAND STORE
RACEONE SPORTS CORPORATION,"SHOP NO FF1, FF2, ARON ELEGANCE,NEW CG ROAD, CHANDKHEDA,  AHMEDABAD,  GUJARAT 382424",#N/A,raceonesports@gmail.com,3 MULTIBRAND STORE
RADAR CYCLES,"PILLAR NO-17, NEAR VESPA SHOWROOM,NAGOLE ROAD,UPPAL  HYDERABAD,  TELANGANA 500039",,radarcycles@hotmail.com,1 TRACK AND TRAIL
RADAR CYCLES ,"PLOT NO:77, OPPOSITE TO HOTEL N7,CHAMPAPET ROAD, NEAR MEGA FUNCTIONAL HALL,KARMANGHAT   HYDERABAD ,  TELANGANA  500079",7799572327 ,radarcycles@hotmail.com,1 TRACK AND TRAIL
RADHA CYCLE WORLD,"95 ANNA SALAI,  CHINGLEPUT,  TAMILNADU 603002",9894264988,radhasales9782@gmail.com,3 MULTIBRAND STORE
RADHIKA CYCLE AGENCIES,"NO.1 SAMATA NAGAR,  OSMANABAD,  MAHARASHTRA 413501",9422654101,radhikacycleosd@gmail.com,3 MULTIBRAND STORE
RAGHAVENDRA CYCLE MART,"H.NO.2-22-88/2/A, VIJAYANAGAR COLONY,NEAR HUDA PARK, BESIDE HP GAS,PIPE LINE ROAD, ALLWYN COLONY,KUKALPALLY  HYDERABAD,  ANDHRA PRADESH 500072",9959737039,rqaghavendracyclemart@yahoo.com,3 MULTIBRAND STORE
RAGHUNATH STORES,"MUNICIPAL SHOPPING CENTRE,MARKET ROAD,  ALWAYEE,  KERALA 683101",9447126197,ragunathcycles@gmail.com,3 MULTIBRAND STORE
RAGHUVEER SPORTS ANNEXE,"2015, DHANVANTHRI ROAD CROSS,DEVARAJA MOHALLA, SEEBAIAH ROAD,  MYSORE,  KARNATAKA 570001",#N/A,#N/A,3 MULTIBRAND STORE
RAI BAREILLY CYCLE CO.,"KUCHERI ROAD,NEAR SUPER MARKET,  RAIBAREILLY,  UTTAR PRADESH 229001",9369504035,RJ9335304500@gmail.com,3 MULTIBRAND STORE
RAIKAR SALES&#44;,"G-14, SOUZA TOWERS,OPPOSITE MUNICIPAL GARDEN,NEAR PANJIM CHURCH,  PANJIM,  GOA 403001",#N/A,MBO,3 MULTIBRAND STORE
RAJ AUTOMOBILES,"GURDWARA SUNDER SINGH ROAD,  JAMMU,  JAMMU AND KASHMIR 180001",9796499247,dineshrajdawar@yahoo.com,3 MULTIBRAND STORE
RAJ CYCLE AGENCIES,"184 BAPPU BAZAR,  UDAIPUR,  RAJASTHAN 313001",9799000716,mycycleworld123@gmail.com,3 MULTIBRAND STORE
RAJ CYCLE AGENCY (SATNA),"SIMARIYA CHOWK,NEAR BUS STAND,  SATNA,  MADHYA PRADESH 485001",9302257235,vinodkhatwani9gmail.com,3 MULTIBRAND STORE
RAJ CYCLE STORE,"BOTH NO. 303, PHASE-5,  MOHALI,  PUNJAB 160059",9888868040,rajcyclestore@gmail.com,3 MULTIBRAND STORE
RAJ CYCLE STORES(RAJKOT),"NEAR TAILOR MARKET,CLOTH MARKET SHOP NO.100,  RAJKOT,  GUJARAT 360001",9825219352,rajbh515253@gmail.com,3 MULTIBRAND STORE
RAJ DISTRIBUTORS,"PAKKA KUAN, BEHIND THE GRAMIN BANK,SAIDPUR,DISTT _x0013_ GHAJIPUR,  SAIDPUR,  UTTAR PRADESH 233304",9415863731,rcswarnakar@gmail.com,3 MULTIBRAND STORE
RAJAM CYCLE STORES,"559-CROSS CUT ROAD,  COIMBATORE,  TAMILNADU 641012",9843022219,rajamcyclestorescbe@gmail.com,3 MULTIBRAND STORE
RAJDEV CYCLES,"MAHATMA GANDHI ROAD,PARA BAZAAR,  RAJKOT,  GUJARAT ",9429979587,jayrajdev111@yahoo.co.in,3 MULTIBRAND STORE
RAJEEV ENTERPRISES,"PLOT NO.4,RAM GANGA VIHAR,PHASE-2, NEAR RAYMOND SHOWROOM  MORADABAD,  UTTAR PRADESH 244001",,rajeevarora886@gmail.com,1 TRACK AND TRAIL
RAJESH CYCLE STORES (S.V.NARAYAN),"BOMBAY MARKET,BILASPUR DIST,  SHIVRINARAYAN,  CHATTISGARH 495557",7748802446,rajeshg54@gmail.com,3 MULTIBRAND STORE
RAJESH CYCLE TRADING CO.(FITNESS),"G-131, SECTOR-9,  NOIDA,  UTTAR PRADESH 201301",9810040925,rajeshcycles_india@yahoo.co.in,3 MULTIBRAND STORE
RAJESH CYCLE TRADING COMPANY,"H2, SEC 9,  NOIDA,  UTTAR PRADESH 201301",1204322774,rajesh.girdhar72@gmail.com,1 TRACK AND TRAIL
RAJESH CYCLES,"NAUTANWA BAZZAR , MAIN MARKET,DIST MAHARANJGANJ,  NAUTANWA,  UTTAR PRADESH 273164",9554930358,#N/A,3 MULTIBRAND STORE
RAJINDER CYCLE STORES,"MAIN ROAD,THUTHI BARI,  MAHARAJGANJ,  UTTAR PRADESH 273305",9120057151,#N/A,3 MULTIBRAND STORE
RAJKANYA CYCLE STORES,"COLLEGE PARA,NADIA,  BAGULA,  WEST BENGAL 741502",9475946300,rajkanyacyclestores@rediffmail.com,3 MULTIBRAND STORE
RAJKUMAR CYCLE STORES,"GERAJI COMPLEX,GUJARATI BAZAR,NEAR STATE BANK OF INDIA,  SAGAR,  MADHYA PRADESH 470002",9329831091,nanwanisunil@rediffmail.com,3 MULTIBRAND STORE
RAJNEESH  CYCLE STORE,"BUS STAND,Dist : RAJASMANDH,  KANKROLI,  RAJASTHAN 313324",9414173535,dapnamukesh@gmail.com,3 MULTIBRAND STORE
RAM AGENCIES,"SATANAN COMPLEX,  SHOP 5/6,GADHITAL,HADAPSAR,  POONA,  MAHARASHTRA 411028",9822783912,ramagencies82@gmail.com,3 MULTIBRAND STORE
RAM BHAROSEY LAL &amp; SONS,"50 A / 4  -  TAJ ROAD,SADAR BAZAR,  AGRA CANTT,  UTTAR PRADESH 282001",9897011114,rambharosey2015@gmail.com,3 MULTIBRAND STORE
RAM CYCLE COMPANY,"26/26 EAST MAIN STREET,  PUDUKOTTAI,  TAMILNADU 622001",9443268006,ramcyclecompany@gmail.com,3 MULTIBRAND STORE
RAM LAL &amp; SONS,"CYCLE WORKS VIDIARTH,MARKET GOVIND NAGAR,  KANPUR,  UTTAR PRADESH 208006",0-5122655186,#N/A,3 MULTIBRAND STORE
RAMA CYCLE SHOP,"MAIN ROAD,SATHUPALLY,KHAMAM DIST  SATHUPALLY,  ANDHRA PRADESH 507303",9989809835,ramacycleshop@gmail.com,3 MULTIBRAND STORE
RAMA CYCLE STORES,"ROORKEE ROAD,  MUZAFFAR NAGAR,  UTTAR PRADESH 251001",9897458585,ramacyclestores@gmail.com,2 BSA HERCULES EXCLUSIVE
RAMA CYCLE STORES,"ANAND BHAWAN,ROORKEE ROAD,  MUZAFARNAGAR,  UTTAR PRADESH 251001",0131 2437703,ramastores@gmail.com,1 TRACK AND TRAIL
RAMA CYCLE STORES (FITNESS),"ANAND BHAWAN, RUDKI ROAD,MUZAFFAR NAGAR,  MUZAFFAR NAGAR,  UTTAR PRADESH 251001",9897458585,ramacyclestores@gmail.com,3 MULTIBRAND STORE
RAMA MOTOR &amp; CYCLE STORE,"SADAR BAZAR,OPP. RAILWAY STATION,Dist : SANGRUR,  BARNALA,  PUNJAB 148105",7814830001,saurav.singla89@gmail.com,3 MULTIBRAND STORE
RAMESH CYCLE STORES,"SHANKER VILAS CENTRE,K.K.ROAD,  SURYAPET,  ANDHRA PRADESH 508213",9848225707,ramesh.kandimalla@yahoo.com,3 MULTIBRAND STORE
RAMKUMAR AGARWAL &amp; SONS.,"MARKET ROAD,  BOUDH,  ODHISA 762014",9437130383,bikashagrawal.bdh@gmail.com,3 MULTIBRAND STORE
RAMSUN ON WHEELS,"M-1, J C TOWER,KARUR BYPASS ROAD,  TRICHY,  TAMILNADU 620018",,ramu@ramsunautos.com,1 TRACK AND TRAIL
RAMSUN ON WHEELS," #722, SHOP NO G1, KLSR SAI SRI, OPP EK RETAIL, ,RBI LAYOUT MAIN ROAD,J P NAGAR, 7TH PHASE  BANGALORE,  KARNATAKA 560078",,ramu@ramsunautos.com,1 TRACK AND TRAIL
RAMSUN ON WHEELS,"40, MEMBALAM,GANAPATHY NAGAR, ,OPP ANNAI SATHYA STADIUM,MEDICAL COLLEGE ROAD  THANJAVUR ,  TAMILNADU  613007",,sundar@ramsunautos.com ,1 TRACK AND TRAIL
RANGWANI CYCLE STORES,"CITY ROAD,MADANGANJ,DIST AJMER,  KISHANGARH,  RAJASTHAN 305802",9079224003,jiturangwani@gmail.com,3 MULTIBRAND STORE
RASTOGI  CYCLE CO,"RAILWAY ROAD,  FARRUKHABAD,  UTTAR PRADESH 209625",9598967245,sk.rastogi999@gmail.com,3 MULTIBRAND STORE
RAVI SALES,"MAIN ROAD, SUNOULI BAZAR,DIST : MAHARAJGANJ,  SUNOULI BAZAR,  UTTAR PRADESH 273308",8887203186,#N/A,3 MULTIBRAND STORE
RAVINDER CYCLE STORES,"MAIN ROAD,DIST.SULTANPUR,  MUSAFIRKHANA,  UTTAR PRADESH 227813",9616013001,#N/A,3 MULTIBRAND STORE
